LoadID,LoadNumber,Status,ShipperID,CarrierID,OriginCity,OriginState,OriginZip,DestCity,DestState,DestZip,PickupDate,DeliveryDate,EquipmentType,Commodity,WeightLbs,Miles,CustomerRate,CarrierRate,FuelSurcharge,PONumber,BOLNumber,PRONumber,PODReceived,ExceptionNotes,DriverName,DriverPhone,CreatedAt
114,MF-10114,In Transit,114,38,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-20,2026-08-21,Reefer,Frozen food,25623,796,2094,1834,203.01,PO-5700114,BOL617077,,N,,Elena Walsh,555-785-9537,2026-05-05 00:00:00
115,MF-10115,Delivered,115,77,Baltimore,MD,21224,Philadelphia,PA,19148,2026-07-03,2026-07-06,Van,Retail freight,20815,1117,2410,2123,312.29,PO-4600115,BOL242071,,Y,,,,2026-05-06 00:00:00
116,MF-10116,Available,116,,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-17,2026-08-21,Reefer,Freshline dairy,16921,795,3163,,510.97,PO-6000116,BOL732512,PRO4369728,N,,,,2026-05-07 00:00:00
117,MF-10117,Delivered,117,38,Salt Lake City,UT,84104,Boise,ID,83702,2026-07-06,2026-07-09,Flatbed,Beverages,33751,927,4602,3745,541.22,PO-4700117,BOL691240,,Y,,,,2026-05-08 00:00:00
118,MF-10118,Cancelled,118,4,El Paso,TX,79901,Albuquerque,NM,87102,2026-05-30,2026-06-04,Flatbed,Beverages,12532,1857,4301,3481,687.16,PO-6600118,BOL805668,PRO6080688,N,,,,2026-05-09 00:00:00
119,MF-10119,Delivered,119,10,Chicago,IL,60608,Dallas,TX,75212,2026-07-02,2026-07-06,Reefer,Freshline dairy,35413,1293,3588,3053,617.28,PO-4200119,BOL929130,PRO2425760,Y,,,,2026-05-10 00:00:00
120,MF-10120,Delivered,120,22,Atlanta,GA,30318,Miami,FL,33142,2026-06-02,2026-06-05,Flatbed,Electronics,29731,1810,4042,3536,484.89,PO-6700120,BOL211090,,N,,,,2026-05-11 00:00:00
121,MF-10121,Delivered,1,55,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-06-29,2026-07-02,Reefer,Beverages,27361,1031,2812,2586,360.72,PO-4500121,BOL221707,PRO3376915,Y,,,,2026-05-12 00:00:00
122,MF-10122,Delivered,2,87,Memphis,TN,38118,Houston,TX,77029,2026-06-28,2026-06-30,Reefer,Freshline dairy,27678,271,4357,3823,487.51,PO-8500122,BOL220675,,Y,,,,2026-05-13 00:00:00
123,MF-10123,Delivered,3,138,Newark,NJ,07105,Charlotte,NC,28208,2026-05-31,2026-06-02,Van,Lumber,38281,654,2055,1698,252.02,PO-6500123,BOL760351,,Y,,,,2026-05-14 00:00:00
124,MF-10124,In Transit,4,138,Seattle,WA,98134,Portland,OR,97210,2026-08-20,2026-08-21,Flatbed,Paper rolls,12100,1362,1418,1245,142.62,PO-4600124,BOL938338,PRO4136665,N,,Tyler Shah,555-639-7370,2026-05-15 00:00:00
125,MF-10125,Delivered,5,34,Indianapolis,IN,46225,Columbus,OH,43215,2026-06-28,2026-06-29,Flatbed,Beverages,33725,1382,4017,3309,477.48,PO-4700125,BOL464825,PRO8681625,Y,,,,2026-05-16 00:00:00
126,MF-10126,In Transit,6,11,Louisville,KY,40210,Nashville,TN,37210,2026-08-17,2026-08-22,Flatbed,Auto parts,41477,975,1879,1513,280.62,PO-6600126,BOL725397,,N,,Omar Garcia,555-444-6003,2026-05-17 00:00:00
127,MF-10127,Delivered,7,125,Louisville,KY,40210,Nashville,TN,37210,2026-06-24,2026-06-29,Flatbed,Auto parts,37556,1448,3405,2793,336.11,PO-4300127,BOL476479,PRO9130388,Y,,,,2026-05-18 00:00:00
128,MF-10128,Delivered,8,118,Chicago,IL,60608,Newark,NJ,07105,2026-06-15,2026-06-20,Reefer,Beverages,13417,1337,4308,3866,555.17,PO-4100128,BOL934541,PRO5900455,Y,,,,2026-05-19 00:00:00
129,MF-10129,Delivered,9,22,Dallas,TX,75212,Atlanta,GA,30318,2026-06-18,2026-06-21,Reefer,Beverages,15484,728,3428,2937,313.05,PO-8900129,BOL669488,PRO7154919,Y,,,,2026-05-20 00:00:00
130,MF-10130,In Transit,10,92,Dallas,TX,75212,Atlanta,GA,30318,2026-08-14,2026-08-18,Van,Plastic resin,13700,1079,3242,2648,538.89,PO-4700130,BOL913308,PRO4521171,N,,Priya Walsh,555-504-1528,2026-05-21 00:00:00
131,MF-10131,Covered,11,113,Phoenix,AZ,85043,Denver,CO,80216,2026-08-15,2026-08-20,Reefer,Beverages,11890,1347,1970,1753,317.87,PO-6200131,BOL658136,,N,,,,2026-05-22 00:00:00
132,MF-10132,In Transit,12,38,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-15,2026-08-18,Flatbed,Steel coils,16315,1616,1642,1508,273.73,PO-4800132,BOL361805,,N,,Brett Garcia,555-338-7743,2026-05-23 00:00:00
133,MF-10133,Delivered,13,78,Charlotte,NC,28208,Jacksonville,FL,32218,2026-05-31,2026-06-04,Van,Electronics,14101,1005,3971,3327,497.17,PO-7200133,BOL886224,,Y,,,,2026-05-24 00:00:00
134,MF-10134,Available,14,,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-19,2026-08-23,Reefer,Frozen food,14104,1676,4570,,752.76,PO-6900134,BOL765678,PRO7009980,N,,,,2026-05-25 00:00:00
135,MF-10135,Covered,15,28,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-23,2026-08-27,Reefer,Freshline dairy,16558,1339,4792,3928,645.63,PO-7100135,BOL926596,,N,,,,2026-05-26 00:00:00
136,MF-10136,In Transit,16,113,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-26,2026-08-27,Reefer,Frozen food,16645,1986,3152,2547,469.20,PO-8100136,BOL416528,,N,,Keisha Wright,555-667-1011,2026-05-27 00:00:00
137,MF-10137,Available,17,,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-25,2026-08-28,Reefer,Frozen food,18847,286,2923,,428.08,PO-6500137,BOL755993,,N,,,,2026-05-28 00:00:00
138,MF-10138,In Transit,18,129,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-20,2026-08-21,Van,Dry grocery,8608,196,3831,3109,566.98,PO-8400138,BOL460263,PRO8085252,N,,Ryan Diaz,555-279-3174,2026-05-29 00:00:00
139,MF-10139,In Transit,19,54,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-25,2026-08-27,Van,Frozen food,16725,1493,1961,1634,316.38,PO-8300139,BOL249792,,N,,Priya Johnson,555-576-5902,2026-05-30 00:00:00
140,MF-10140,In Transit,20,134,Atlanta,GA,30318,Miami,FL,33142,2026-08-19,2026-08-22,Van,Auto parts,16071,1387,1755,1589,164.97,PO-8600140,BOL502686,PRO8203947,N,,Sofia Cole,555-653-4559,2026-05-31 00:00:00
141,MF-10141,Delivered,21,115,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-07-25,2026-07-28,Van,Paper rolls,9757,1916,3857,3397,418.45,PO-8200141,BOL416302,,Y,,,,2026-06-01 00:00:00
142,MF-10142,In Transit,22,38,Newark,NJ,07105,Charlotte,NC,28208,2026-08-15,2026-08-19,Flatbed,Dry grocery,42621,2000,2387,2028,332.73,PO-4000142,BOL478638,PRO3214305,N,,Anika Diaz,555-595-2847,2026-06-02 00:00:00
143,MF-10143,Delivered,23,124,Indianapolis,IN,46225,Columbus,OH,43215,2026-07-10,2026-07-15,Van,Beverages,8903,716,4555,3599,631.94,PO-5300143,BOL141761,PRO7676912,Y,,,,2026-06-03 00:00:00
144,MF-10144,In Transit,24,11,Seattle,WA,98134,Portland,OR,97210,2026-08-20,2026-08-24,Flatbed,Lumber,21316,1834,1742,1434,228.43,PO-4900144,BOL662445,,N,,Elena Cole,555-356-5546,2026-06-04 00:00:00
145,MF-10145,In Transit,25,136,Kansas City,MO,64120,Denver,CO,80216,2026-08-22,2026-08-26,Van,Dry grocery,19511,424,3257,2819,278.48,PO-4000145,BOL842287,,N,,Anika Nguyen,555-644-2900,2026-06-05 00:00:00
146,MF-10146,Delivered,26,87,Detroit,MI,48209,Cleveland,OH,44113,2026-07-12,2026-07-17,Flatbed,Steel coils,15736,1759,1919,1698,321.14,PO-4100146,BOL451284,PRO5563077,Y,,,,2026-06-06 00:00:00
147,MF-10147,In Transit,27,113,Detroit,MI,48209,Cleveland,OH,44113,2026-08-15,2026-08-20,Van,Beverages,18309,702,3446,3102,333.19,PO-8900147,BOL207903,PRO2934976,N,,Tyler Okafor,555-568-1908,2026-06-07 00:00:00
148,MF-10148,Delivered,28,32,Louisville,KY,40210,Nashville,TN,37210,2026-08-20,2026-08-21,Van,Beverages,10317,1312,2014,1621,354.53,PO-8500148,BOL876644,PRO4766741,Y,,,,2026-06-08 00:00:00
149,MF-10149,Delivered,29,10,Houston,TX,77029,Los Angeles,CA,90021,2026-07-16,2026-07-19,Flatbed,Retail freight,41801,274,4157,3767,407.11,PO-6500149,BOL172274,PRO5736323,Y,,,,2026-06-09 00:00:00
150,MF-10150,Dispatched,30,93,Houston,TX,77029,Los Angeles,CA,90021,2026-08-21,2026-08-22,Reefer,Freshline dairy,40332,1762,4429,3840,559.79,PO-8900150,BOL304915,PRO5112546,N,,Ryan Kim,555-777-5979,2026-06-10 00:00:00
151,MF-10151,Delivered,31,92,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-22,2026-08-24,Reefer,Freshline dairy,28153,392,4092,3407,629.38,PO-5300151,BOL655550,PRO8043341,N,,,,2026-06-11 00:00:00
152,MF-10152,In Transit,32,12,Houston,TX,77029,Los Angeles,CA,90021,2026-08-24,2026-08-27,Van,Paper rolls,16749,1485,4463,3534,399.70,PO-6500152,BOL178465,PRO2044933,N,,Brett Chen,555-581-8511,2026-06-12 00:00:00
153,MF-10153,Delivered,33,34,Charlotte,NC,28208,Jacksonville,FL,32218,2026-07-26,2026-07-29,Reefer,Beverages,12894,595,2736,2255,293.29,PO-4800153,BOL917823,PRO2828260,Y,,,,2026-06-13 00:00:00
154,MF-10154,Delivered,34,44,Minneapolis,MN,55401,Chicago,IL,60608,2026-06-29,2026-07-03,Reefer,Frozen food,25367,1925,4555,3685,504.83,PO-4700154,BOL194813,,Y,,,,2026-06-14 00:00:00
155,MF-10155,In Transit,35,19,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-23,2026-08-26,Van,Paper rolls,19394,243,4173,3429,676.06,PO-6500155,BOL996114,PRO5191831,N,,Hannah Murphy,555-725-1802,2026-06-15 00:00:00
156,MF-10156,Delivered,36,2,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-08,2026-08-09,Van,Paper rolls,13507,1372,4773,3990,709.40,PO-7700156,BOL371393,PRO2258076,Y,,,,2026-06-16 00:00:00
157,MF-10157,Delivered,37,17,Baltimore,MD,21224,Philadelphia,PA,19148,2026-07-31,2026-08-04,Van,Retail freight,36387,1862,3288,2587,566.89,PO-8600157,BOL514186,PRO7421134,Y,,,,2026-06-17 00:00:00
158,MF-10158,In Transit,38,24,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-21,2026-08-23,Reefer,Freshline dairy,39393,304,4051,3327,490.98,PO-4500158,BOL393366,PRO8033593,N,,Luis Patel,555-828-5026,2026-06-18 00:00:00
159,MF-10159,Delivered,39,145,Chicago,IL,60608,Dallas,TX,75212,2026-06-06,2026-06-11,Van,Plastic resin,30546,2049,2870,2431,453.87,PO-7600159,BOL626797,,Y,,,,2026-06-19 00:00:00
160,MF-10160,Delivered,40,29,Chicago,IL,60608,Dallas,TX,75212,2026-07-16,2026-07-21,Van,Steel coils,23254,506,3332,2845,522.07,PO-4600160,BOL359896,PRO5471581,N,,,,2026-06-20 00:00:00
161,MF-10161,In Transit,41,97,Atlanta,GA,30318,Miami,FL,33142,2026-08-14,2026-08-16,Reefer,Frozen food,9848,1620,4702,4153,544.86,PO-8400161,BOL468765,PRO3384080,N,,Keisha Walsh,555-806-6210,2026-06-21 00:00:00
162,MF-10162,In Transit,42,92,Newark,NJ,07105,Charlotte,NC,28208,2026-08-14,2026-08-18,Reefer,Freshline dairy,8044,859,3864,3132,512.54,PO-7900162,BOL311250,PRO6716988,N,,Maria Nguyen,555-257-4811,2026-06-22 00:00:00
163,MF-10163,Dispatched,43,19,Kansas City,MO,64120,Denver,CO,80216,2026-08-26,2026-08-27,Flatbed,Auto parts,14621,869,2930,2574,428.41,PO-5900163,BOL438273,,N,,Priya Okafor,555-573-2188,2026-06-23 00:00:00
164,MF-10164,Delivered,44,118,Seattle,WA,98134,Portland,OR,97210,2026-06-05,2026-06-09,Reefer,Beverages,31384,637,4240,3835,599.41,PO-8200164,BOL717558,PRO7348231,Y,,,,2026-06-24 00:00:00
165,MF-10165,Delivered,45,136,Seattle,WA,98134,Portland,OR,97210,2026-08-09,2026-08-11,Van,Electronics,28854,2066,4557,4170,379.32,PO-7900165,BOL331625,PRO2746679,Y,,,,2026-06-25 00:00:00
166,MF-10166,Available,46,,Seattle,WA,98134,Portland,OR,97210,2026-08-21,2026-08-22,Van,Retail freight,13814,1862,2708,,262.10,PO-8500166,BOL802571,PRO6632941,N,,,,2026-06-26 00:00:00
167,MF-10167,Delivered,47,125,Detroit,MI,48209,Cleveland,OH,44113,2026-07-30,2026-08-01,Van,Retail freight,36719,1680,1842,1622,156.23,PO-6600167,BOL274418,PRO9272543,Y,,,,2026-06-27 00:00:00
168,MF-10168,Available,48,,Dallas,TX,75212,Atlanta,GA,30318,2026-08-18,2026-08-22,Van,Beverages,22783,513,4630,,770.46,PO-6800168,BOL177289,PRO1560573,N,,,,2026-06-28 00:00:00
169,MF-10169,Delivered,49,10,Chicago,IL,60608,Newark,NJ,07105,2026-07-23,2026-07-24,Reefer,Freshline dairy,14101,872,1707,1462,289.87,PO-7800169,BOL743453,PRO1519979,Y,,,,2026-06-29 00:00:00
170,MF-10170,Delivered,50,21,Chicago,IL,60608,Newark,NJ,07105,2026-06-09,2026-06-13,Van,Frozen food,43397,723,2178,1823,294.93,PO-8200170,BOL395198,,Y,,,,2026-06-30 00:00:00
171,MF-10171,Delivered,51,78,Charlotte,NC,28208,Jacksonville,FL,32218,2026-06-13,2026-06-18,Van,Dry grocery,39478,588,3151,2496,511.69,PO-4600171,BOL126985,,Y,,,,2026-07-01 00:00:00
172,MF-10172,In Transit,52,42,Houston,TX,77029,Los Angeles,CA,90021,2026-08-19,2026-08-20,Reefer,Freshline dairy,20227,1092,2157,1794,254.84,PO-4200172,BOL376085,PRO5419132,N,,Carlos Nguyen,555-857-7349,2026-07-02 00:00:00
173,MF-10173,Delivered,53,20,Minneapolis,MN,55401,Chicago,IL,60608,2026-06-14,2026-06-15,Flatbed,Frozen food,22910,1313,2808,2507,340.89,PO-4300173,BOL981639,PRO9767475,Y,,,,2026-07-03 00:00:00
174,MF-10174,Delivered,54,76,Baltimore,MD,21224,Philadelphia,PA,19148,2026-06-13,2026-06-15,Reefer,Frozen food,41870,1819,4325,3394,593.05,PO-7600174,BOL810446,PRO3473761,Y,,,,2026-07-04 00:00:00
175,MF-10175,Delivered,55,28,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-03,2026-08-05,Van,Auto parts,17691,1888,1720,1579,212.49,PO-7800175,BOL370413,,N,,,,2026-07-05 00:00:00
176,MF-10176,Dispatched,56,94,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-25,2026-08-29,Reefer,Freshline dairy,35498,410,4621,4057,641.20,PO-6600176,BOL256911,,N,,Carlos Okafor,555-669-1202,2026-07-06 00:00:00
177,MF-10177,In Transit,57,143,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-25,2026-08-30,Van,Steel coils,39001,256,2968,2587,407.22,PO-5100177,BOL388792,PRO7739741,N,,Elena Ali,555-620-5327,2026-07-07 00:00:00
178,MF-10178,Delivered,58,7,Chicago,IL,60608,Dallas,TX,75212,2026-05-29,2026-05-31,Flatbed,Beverages,27861,816,2925,2289,473.09,PO-5700178,BOL983788,PRO2647814,Y,,,,2026-07-08 00:00:00
179,MF-10179,Cancelled,59,139,Chicago,IL,60608,Dallas,TX,75212,2026-08-08,2026-08-11,Reefer,Freshline dairy,20316,1084,4385,3676,633.88,PO-5300179,BOL963994,PRO9127895,N,,,,2026-07-09 00:00:00
180,MF-10180,Dispatched,60,145,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-26,2026-08-31,Van,Frozen food,9897,535,4596,4132,771.82,PO-5200180,BOL973390,,N,,Mei Okafor,555-613-3222,2026-07-10 00:00:00
181,MF-10181,Delivered,61,51,Atlanta,GA,30318,Miami,FL,33142,2026-06-28,2026-06-29,Flatbed,Paper rolls,16118,1575,4773,4033,571.30,PO-4100181,BOL353690,PRO8484373,Y,,,,2026-07-11 00:00:00
182,MF-10182,Delivered,62,48,Kansas City,MO,64120,Denver,CO,80216,2026-06-11,2026-06-16,Reefer,Freshline dairy,11253,513,4221,3345,349.27,PO-7600182,BOL917711,PRO4713654,Y,,,,2026-07-12 00:00:00
183,MF-10183,In Transit,63,86,Memphis,TN,38118,Houston,TX,77029,2026-08-22,2026-08-26,Van,Dry grocery,28018,1639,3862,3445,395.38,PO-8500183,BOL773962,,N,,Nia Brooks,555-862-3837,2026-07-13 00:00:00
184,MF-10184,Available,64,,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-19,2026-08-22,Van,Beverages,34027,1377,2637,,389.54,PO-4600184,BOL107704,PRO7278533,N,,,,2026-07-14 00:00:00
185,MF-10185,In Transit,65,77,Seattle,WA,98134,Portland,OR,97210,2026-08-22,2026-08-23,Van,Retail freight,27581,565,4087,3594,691.67,PO-4900185,BOL642421,PRO1952520,N,,Carlos Johnson,555-483-5278,2026-07-15 00:00:00
186,MF-10186,Covered,66,124,Detroit,MI,48209,Cleveland,OH,44113,2026-08-16,2026-08-19,Van,Dry grocery,35431,1008,4084,3469,447.44,PO-6400186,BOL872519,,N,,,,2026-07-16 00:00:00
187,MF-10187,Dispatched,67,124,Louisville,KY,40210,Nashville,TN,37210,2026-08-21,2026-08-23,Flatbed,Beverages,14396,1144,4093,3694,401.58,PO-4800187,BOL876909,,N,,Hannah Okafor,555-507-3785,2026-07-17 00:00:00
188,MF-10188,Covered,68,118,Detroit,MI,48209,Cleveland,OH,44113,2026-08-16,2026-08-19,Van,Paper rolls,35556,1794,2855,2316,477.19,PO-6100188,BOL489737,,N,,,,2026-07-18 00:00:00
189,MF-10189,Delivered,69,114,Detroit,MI,48209,Cleveland,OH,44113,2026-06-26,2026-06-27,Flatbed,Electronics,15852,1956,1691,1430,168.18,PO-8300189,BOL500209,PRO7930789,Y,,,,2026-07-19 00:00:00
190,MF-10190,Delivered,70,47,Chicago,IL,60608,Newark,NJ,07105,2026-08-08,2026-08-10,Reefer,Freshline dairy,29799,1472,4331,3487,381.48,PO-5100190,BOL428638,PRO1079079,Y,,,,2026-07-20 00:00:00
191,MF-10191,Delivered,71,141,Houston,TX,77029,Los Angeles,CA,90021,2026-08-04,2026-08-09,Van,Beverages,36141,1006,4593,3639,649.67,PO-6700191,BOL600590,PRO1632925,Y,,,,2026-07-21 00:00:00
192,MF-10192,In Transit,72,140,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-26,2026-08-29,Flatbed,Paper rolls,16449,390,2326,2040,266.18,PO-6400192,BOL627786,PRO3802133,N,,James Okoye,555-841-5076,2026-07-22 00:00:00
193,MF-10193,Delivered,73,72,Phoenix,AZ,85043,Denver,CO,80216,2026-07-18,2026-07-21,Flatbed,Lumber,16768,881,2783,2339,413.77,PO-7100193,BOL476701,PRO3766286,Y,,,,2026-07-23 00:00:00
194,MF-10194,Available,74,,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-26,2026-08-28,Van,Auto parts,41071,526,2265,,347.47,PO-4700194,BOL484398,PRO1626854,N,,,,2026-07-24 00:00:00
195,MF-10195,Delivered,75,7,Baltimore,MD,21224,Philadelphia,PA,19148,2026-06-18,2026-06-23,Flatbed,Dry grocery,15588,1033,4077,3657,345.83,PO-6800195,BOL498724,,Y,,,,2026-07-25 00:00:00
196,MF-10196,Delivered,76,39,Baltimore,MD,21224,Philadelphia,PA,19148,2026-07-30,2026-07-31,Reefer,Frozen food,35448,1881,2505,2172,375.93,PO-4600196,BOL636435,PRO2975258,Y,,,,2026-07-26 00:00:00
197,MF-10197,Delivered,77,107,Baltimore,MD,21224,Philadelphia,PA,19148,2026-06-23,2026-06-25,Van,Steel coils,18510,260,2226,1847,269.29,PO-7500197,BOL620465,PRO9064202,Y,,,,2026-07-27 00:00:00
198,MF-10198,Delivered,78,15,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-24,2026-08-25,Flatbed,Beverages,14638,2032,1768,1571,154.71,PO-5600198,BOL775636,,Y,,,,2026-07-28 00:00:00
199,MF-10199,Cancelled,79,7,Atlanta,GA,30318,Miami,FL,33142,2026-07-23,2026-07-27,Van,Auto parts,28493,1052,1561,1403,181.11,PO-8700199,BOL221531,,N,,,,2026-07-29 00:00:00
200,MF-10200,Dispatched,80,119,Chicago,IL,60608,Dallas,TX,75212,2026-08-26,2026-08-28,Flatbed,Auto parts,19984,413,4402,3490,710.91,PO-6500200,BOL519692,PRO5560602,N,,Omar Ali,555-648-5395,2026-07-30 00:00:00
201,MF-10201,Covered,81,118,Memphis,TN,38118,Houston,TX,77029,2026-08-14,2026-08-18,Van,Frozen food,18446,392,1942,1704,166.75,PO-6600201,BOL719446,PRO8351152,N,,,,2026-07-31 00:00:00
202,MF-10202,Delivered,82,4,Kansas City,MO,64120,Denver,CO,80216,2026-07-11,2026-07-16,Flatbed,Auto parts,11012,309,3399,2704,411.72,PO-5600202,BOL786789,,Y,,,,2026-08-01 00:00:00
203,MF-10203,Dispatched,83,87,Memphis,TN,38118,Houston,TX,77029,2026-08-16,2026-08-19,Flatbed,Electronics,33223,484,3373,2794,497.95,PO-7500203,BOL742686,,N,,Priya Chen,555-877-5072,2026-08-02 00:00:00
204,MF-10204,In Transit,84,81,Kansas City,MO,64120,Denver,CO,80216,2026-08-18,2026-08-22,Van,Frozen food,32814,1005,2539,1998,259.67,PO-5500204,BOL182659,PRO8517846,N,,Nia Johnson,555-446-6421,2026-08-03 00:00:00
205,MF-10205,Delivered,85,16,Louisville,KY,40210,Nashville,TN,37210,2026-06-29,2026-07-02,Reefer,Frozen food,13956,1801,1546,1326,123.71,PO-7800205,BOL749137,PRO9528492,Y,,,,2026-08-04 00:00:00
206,MF-10206,In Transit,86,7,Detroit,MI,48209,Cleveland,OH,44113,2026-08-21,2026-08-24,Van,Beverages,15472,379,4335,3780,657.15,PO-8800206,BOL790917,,N,,Omar Bennett,555-834-8751,2026-08-05 00:00:00
207,MF-10207,Delivered,87,52,Detroit,MI,48209,Cleveland,OH,44113,2026-06-16,2026-06-21,Flatbed,Frozen food,34818,399,2072,1759,336.04,PO-5600207,BOL740524,,N,,,,2026-08-06 00:00:00
208,MF-10208,Delivered,88,144,Chicago,IL,60608,Newark,NJ,07105,2026-07-29,2026-08-02,Van,Retail freight,16075,1761,3097,2435,443.87,PO-6800208,BOL579605,PRO9459031,Y,,,,2026-08-07 00:00:00
209,MF-10209,Delivered,89,138,Houston,TX,77029,Los Angeles,CA,90021,2026-08-25,2026-08-30,Van,Lumber,19613,1596,3796,3217,496.64,PO-7700209,BOL282085,PRO3153888,Y,,,,2026-08-08 00:00:00
210,MF-10210,Delivered,90,59,Houston,TX,77029,Los Angeles,CA,90021,2026-06-22,2026-06-26,Flatbed,Paper rolls,16740,462,2804,2568,351.30,PO-6600210,BOL731792,PRO9594877,Y,,,,2026-08-09 00:00:00
211,MF-10211,Delivered,91,26,Phoenix,AZ,85043,Denver,CO,80216,2026-06-16,2026-06-18,Van,Electronics,19653,1211,4212,3488,620.16,PO-7400211,BOL828038,PRO2936178,Y,,,,2026-08-10 00:00:00
212,MF-10212,Dispatched,92,120,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-17,2026-08-22,Flatbed,Plastic resin,11477,1552,3541,2814,418.15,PO-4300212,BOL309612,,N,,Elena Kim,555-632-1209,2026-08-11 00:00:00
213,MF-10213,Dispatched,93,19,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-16,2026-08-19,Van,Steel coils,22700,1700,4734,3992,670.39,PO-8100213,BOL688534,PRO9571853,N,,Ryan Bennett,555-233-6876,2026-08-12 00:00:00
214,MF-10214,Dispatched,94,53,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-15,2026-08-16,Reefer,Beverages,37036,1879,4446,3624,631.58,PO-5400214,BOL764575,PRO7169672,N,,Omar Bennett,555-255-1212,2026-08-13 00:00:00
215,MF-10215,Dispatched,95,38,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-14,2026-08-16,Reefer,Beverages,25317,446,1888,1572,231.94,PO-5000215,BOL712353,PRO1094709,N,,Darnell Kowalski,555-377-9418,2026-08-14 00:00:00
216,MF-10216,Delivered,96,45,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-20,2026-08-22,Flatbed,Dry grocery,40148,1797,3961,3430,579.05,PO-7600216,BOL676884,PRO6332789,Y,,,,2026-08-15 00:00:00
217,MF-10217,In Transit,97,144,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-18,2026-08-19,Flatbed,Auto parts,29750,858,1776,1472,298.97,PO-6300217,BOL407835,,N,,Sofia Bennett,555-749-7609,2026-08-16 00:00:00
218,MF-10218,Dispatched,98,15,Atlanta,GA,30318,Miami,FL,33142,2026-08-18,2026-08-19,Flatbed,Retail freight,15430,970,1563,1368,175.20,PO-5600218,BOL666479,PRO1414493,N,,Tyler Walsh,555-857-4994,2026-08-17 00:00:00
219,MF-10219,Available,99,,Atlanta,GA,30318,Miami,FL,33142,2026-08-18,2026-08-23,Reefer,Frozen food,20616,836,2614,,443.93,PO-7200219,BOL186345,PRO3808418,N,,,,2026-08-18 00:00:00
220,MF-10220,Cancelled,100,27,Chicago,IL,60608,Dallas,TX,75212,2026-06-06,2026-06-07,Flatbed,Paper rolls,43242,1877,4207,3531,380.28,PO-8400220,BOL877388,PRO2209981,N,,,,2026-05-01 00:00:00
221,MF-10221,Dispatched,101,130,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-26,2026-08-30,Reefer,Frozen food,24950,1014,3685,2910,597.57,PO-6400221,BOL573039,PRO8264954,N,,Darnell Patel,555-382-5127,2026-05-02 00:00:00
222,MF-10222,Delivered,102,91,Kansas City,MO,64120,Denver,CO,80216,2026-05-31,2026-06-01,Van,Electronics,12757,912,4455,3840,668.64,PO-7200222,BOL211291,,N,,,,2026-05-03 00:00:00
223,MF-10223,In Transit,103,53,Newark,NJ,07105,Charlotte,NC,28208,2026-08-22,2026-08-26,Reefer,Freshline dairy,43764,784,4458,3721,712.16,PO-8000223,BOL251074,,N,,Keisha Bennett,555-425-3234,2026-05-04 00:00:00
224,MF-10224,Available,104,,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-26,2026-08-31,Flatbed,Auto parts,33826,1280,1904,,160.27,PO-7500224,BOL189261,,N,,,,2026-05-05 00:00:00
225,MF-10225,Dispatched,105,115,Seattle,WA,98134,Portland,OR,97210,2026-08-23,2026-08-27,Flatbed,Auto parts,11564,1923,2195,1747,322.88,PO-8800225,BOL675512,PRO2227162,N,,Keisha Kowalski,555-426-5140,2026-05-06 00:00:00
226,MF-10226,Delivered,106,26,Indianapolis,IN,46225,Columbus,OH,43215,2026-07-24,2026-07-25,Flatbed,Electronics,23370,384,2755,2286,405.34,PO-5800226,BOL749609,,Y,,,,2026-05-07 00:00:00
227,MF-10227,Delivered,107,109,Dallas,TX,75212,Atlanta,GA,30318,2026-06-29,2026-07-02,Flatbed,Steel coils,28731,1057,2024,1738,235.69,PO-5000227,BOL105066,,Y,,,,2026-05-08 00:00:00
